gift_no,donor_id,amount,gift_date,pledge_no
4806,236,2083.33,2021-08-13,399
4807,464,833.33,2021-08-13,431
4808,734,833.33,2021-08-13,403
4809,128,166.67,2021-08-14,452
4810,648,541.67,2021-08-15,458
4811,925,83.33,2021-08-15,469
4812,287,1041.67,2021-08-16,467
4813,799,541.67,2021-08-16,447
4814,483,625,2021-08-17,434
4815,21,833.33,2021-08-18,455
4816,249,166.67,2021-08-18,438
4817,827,416.67,2021-08-18,468
4818,706,350,2021-08-19,470
4819,371,1041.67,2021-08-21,436
4820,258,833.33,2021-08-24,409
4821,14,833.33,2021-08-27,432
4822,42,833.33,2021-08-27,411
4823,199,200,2021-08-27,
4824,403,2083.33,2021-08-27,387
4825,178,1041.67,2021-08-28,471
4826,516,541.67,2021-08-29,454
4827,21,291.67,2021-08-30,473
4828,37,300,2021-08-30,472
4829,190,2083.33,2021-08-30,367
4830,316,100,2021-08-30,
4831,997,500,2021-08-30,445
4832,13,833.33,2021-08-31,464
4833,715,2083.33,2021-08-31,377
4834,15,416.67,2021-09-01,440
4835,121,800,2021-09-01,
4836,74,2777.78,2021-09-02,408
4837,132,2083.33,2021-09-02,456
4838,479,500,2021-09-02,460
4839,918,166.67,2021-09-03,465
4840,23,2777.78,2021-09-04,449
4841,366,83.33,2021-09-04,446
4842,478,100,2021-09-04,
4843,630,833.33,2021-09-04,420
4844,642,833.33,2021-09-05,463
4845,980,166.67,2021-09-05,461
4846,866,1458.33,2021-09-07,450
4847,86,400,2021-09-08,
4848,443,125,2021-09-08,457
4849,533,1041.67,2021-09-08,405
4850,997,250,2021-09-09,441
4851,465,166.67,2021-09-11,451
4852,275,166.67,2021-09-12,442
4853,750,600,2021-09-12,
4854,236,2083.33,2021-09-13,399
4855,464,833.33,2021-09-13,431
4856,734,833.33,2021-09-13,403
4857,128,166.67,2021-09-14,452
4858,560,2500,2021-09-15,
4859,648,541.67,2021-09-15,458
4860,925,83.33,2021-09-15,469
4861,287,1041.67,2021-09-16,467
4862,799,541.67,2021-09-16,447
4863,21,833.33,2021-09-18,455
4864,249,166.67,2021-09-18,438
4865,827,416.67,2021-09-18,468
4866,706,350,2021-09-19,470
4867,271,500,2021-09-21,
4868,371,1041.67,2021-09-21,436
4869,804,2083.33,2021-09-23,474
4870,258,833.33,2021-09-24,409
4871,14,833.33,2021-09-27,432
4872,42,833.33,2021-09-27,411
4873,403,2083.33,2021-09-27,387
4874,178,1041.67,2021-09-28,471
4875,504,100,2021-09-28,
4876,929,100,2021-09-28,
4877,516,541.67,2021-09-29,454
4878,13,833.33,2021-09-30,464
4879,21,291.67,2021-09-30,473
4880,190,2083.33,2021-09-30,367
4881,715,2083.33,2021-09-30,377
4882,997,500,2021-09-30,445
4883,15,416.67,2021-10-01,440
4884,74,2777.78,2021-10-02,408
4885,132,2083.33,2021-10-02,456
4886,479,500,2021-10-02,460
4887,918,166.67,2021-10-03,465
4888,23,2777.78,2021-10-04,449
4889,366,83.33,2021-10-04,446
4890,630,833.33,2021-10-04,420
4891,642,833.33,2021-10-05,463
4892,980,166.67,2021-10-05,461
4893,309,700,2021-10-06,
4894,541,100,2021-10-06,475
4895,866,1458.33,2021-10-07,450
4896,244,800,2021-10-08,
4897,443,125,2021-10-08,457
4898,533,1041.67,2021-10-08,405
4899,945,458.33,2021-10-09,476
4900,997,250,2021-10-09,441
4901,465,166.67,2021-10-11,451
4902,275,166.67,2021-10-12,442
4903,236,2083.33,2021-10-13,399
4904,464,833.33,2021-10-13,431
4905,530,458.33,2021-10-13,477
4906,128,166.67,2021-10-14,452
4907,648,541.67,2021-10-15,458
4908,925,83.33,2021-10-15,469
4909,287,1041.67,2021-10-16,467
4910,799,541.67,2021-10-16,447
4911,21,833.33,2021-10-18,455
4912,827,416.67,2021-10-18,468
4913,371,1041.67,2021-10-21,436
4914,804,2083.33,2021-10-23,474
4915,258,833.33,2021-10-24,409
4916,421,300,2021-10-26,
4917,14,833.33,2021-10-27,432
4918,42,833.33,2021-10-27,411
4919,403,2083.33,2021-10-27,387
4920,178,1041.67,2021-10-28,471
4921,516,541.67,2021-10-29,454
4922,21,291.67,2021-10-30,473
4923,190,2083.33,2021-10-30,367
4924,997,500,2021-10-30,445
4925,13,833.33,2021-10-31,464
4926,715,2083.33,2021-10-31,377
4927,74,2777.78,2021-11-02,408
4928,132,2083.33,2021-11-02,456
4929,479,500,2021-11-02,460
4930,918,166.67,2021-11-03,465
4931,23,2777.78,2021-11-04,449
4932,62,100,2021-11-04,478
4933,366,83.33,2021-11-04,446
4934,630,833.33,2021-11-04,420
4935,223,300,2021-11-05,
4936,642,833.33,2021-11-05,463
4937,851,1458.33,2021-11-05,479
4938,980,166.67,2021-11-05,461
4939,866,1458.33,2021-11-07,450
4940,443,125,2021-11-08,457
4941,945,458.33,2021-11-09,476
4942,548,600,2021-11-10,
4943,465,166.67,2021-11-11,451
4944,236,2083.33,2021-11-13,399
4945,464,833.33,2021-11-13,431
4946,530,458.33,2021-11-13,477
4947,128,166.67,2021-11-14,452
4948,648,541.67,2021-11-15,458
4949,925,83.33,2021-11-15,469
4950,287,1041.67,2021-11-16,467
4951,799,541.67,2021-11-16,447
4952,562,500,2021-11-17,
4953,21,833.33,2021-11-18,455
4954,827,416.67,2021-11-18,468
4955,371,1041.67,2021-11-21,436
4956,480,200,2021-11-21,
4957,465,83.33,2021-11-22,480
4958,590,200,2021-11-22,
4959,804,2083.33,2021-11-23,474
4960,258,833.33,2021-11-24,409
4961,467,100,2021-11-24,
4962,473,416.67,2021-11-25,481
4963,3,2500,2021-11-26,
4964,511,800,2021-11-26,
4965,14,833.33,2021-11-27,432
4966,42,833.33,2021-11-27,411
4967,403,2083.33,2021-11-27,387
4968,178,1041.67,2021-11-28,471
4969,516,541.67,2021-11-29,454
4970,563,500,2021-11-29,
4971,13,833.33,2021-11-30,464
4972,21,291.67,2021-11-30,473
4973,715,2083.33,2021-11-30,377
4974,543,291.67,2021-12-01,482
4975,74,2777.78,2021-12-02,408
4976,132,2083.33,2021-12-02,456
4977,479,500,2021-12-02,460
4978,918,166.67,2021-12-03,465
4979,23,2777.78,2021-12-04,449
4980,630,833.33,2021-12-04,420
4981,689,800,2021-12-04,
4982,705,500,2021-12-04,483
4983,642,833.33,2021-12-05,463
4984,851,1458.33,2021-12-05,479
4985,980,166.67,2021-12-05,461
4986,866,1458.33,2021-12-07,450
4987,443,125,2021-12-08,457
4988,945,458.33,2021-12-09,476
4989,465,166.67,2021-12-11,451
4990,933,83.33,2021-12-11,484
4991,236,2083.33,2021-12-13,399
4992,464,833.33,2021-12-13,431
4993,530,458.33,2021-12-13,477
4994,128,166.67,2021-12-14,452
4995,648,541.67,2021-12-15,458
4996,925,83.33,2021-12-15,469
4997,287,1041.67,2021-12-16,467
4998,21,833.33,2021-12-18,455
4999,827,416.67,2021-12-18,468
5000,371,1041.67,2021-12-21,436
5001,465,83.33,2021-12-22,480
5002,804,2083.33,2021-12-23,474
5003,258,833.33,2021-12-24,409
5004,473,416.67,2021-12-25,481
5005,14,833.33,2021-12-27,432
5006,42,833.33,2021-12-27,411
5007,403,2083.33,2021-12-27,387
5008,178,1041.67,2021-12-28,471
5009,360,350,2021-12-29,485
5010,516,541.67,2021-12-29,454
5011,878,300,2021-12-29,
5012,21,291.67,2021-12-30,473
5013,13,833.33,2021-12-31,464
5014,715,2083.33,2021-12-31,377
5015,543,291.67,2022-01-01,482
5016,74,2777.78,2022-01-02,408
5017,132,2083.33,2022-01-02,456
5018,479,500,2022-01-02,460
5019,918,166.67,2022-01-03,465
5020,23,2777.78,2022-01-04,449
5021,630,833.33,2022-01-04,420
5022,705,500,2022-01-04,483
5023,642,833.33,2022-01-05,463
5024,851,1458.33,2022-01-05,479
5025,980,166.67,2022-01-05,461
5026,443,125,2022-01-08,457
5027,945,458.33,2022-01-09,476
5028,933,83.33,2022-01-11,484
5029,66,2500,2022-01-12,
5030,236,2083.33,2022-01-13,399
5031,464,833.33,2022-01-13,431
5032,530,458.33,2022-01-13,477
5033,631,100,2022-01-14,486
5034,648,541.67,2022-01-15,458
5035,925,83.33,2022-01-15,469
5036,287,1041.67,2022-01-16,467
5037,656,300,2022-01-16,
5038,21,833.33,2022-01-18,455
5039,827,416.67,2022-01-18,468
5040,229,500,2022-01-20,487
5041,371,1041.67,2022-01-21,436
5042,449,450,2022-01-21,488
5043,48,500,2022-01-22,490
5044,285,83.33,2022-01-22,489
5045,465,83.33,2022-01-22,480
5046,888,2500,2022-01-22,
5047,804,2083.33,2022-01-23,474
5048,473,416.67,2022-01-25,481
5049,14,833.33,2022-01-27,432
5050,403,2083.33,2022-01-27,387
5051,178,1041.67,2022-01-28,471
5052,360,350,2022-01-29,485
5053,21,291.67,2022-01-30,473
5054,13,833.33,2022-01-31,464
5055,543,291.67,2022-02-01,482
5056,74,2777.78,2022-02-02,408
5057,132,2083.33,2022-02-02,456
5058,479,500,2022-02-02,460
5059,918,166.67,2022-02-03,465
5060,23,2777.78,2022-02-04,449
5061,630,833.33,2022-02-04,420
5062,705,500,2022-02-04,483
5063,642,833.33,2022-02-05,463
5064,851,1458.33,2022-02-05,479
5065,980,166.67,2022-02-05,461
5066,730,300,2022-02-06,491
5067,200,375,2022-02-07,492
5068,443,125,2022-02-08,457
5069,945,458.33,2022-02-09,476
5070,579,500,2022-02-10,
5071,951,625,2022-02-10,493
5072,933,83.33,2022-02-11,484
5073,452,200,2022-02-12,
5074,931,625,2022-02-12,494
5075,236,2083.33,2022-02-13,399
5076,307,291.67,2022-02-13,495
5077,464,833.33,2022-02-13,431
5078,530,458.33,2022-02-13,477
5079,833,100,2022-02-13,
5080,300,208.33,2022-02-14,496
5081,648,541.67,2022-02-15,458
5082,925,83.33,2022-02-15,469
5083,287,1041.67,2022-02-16,467
5084,409,100,2022-02-16,
5085,455,500,2022-02-17,
5086,21,833.33,2022-02-18,455
5087,827,416.67,2022-02-18,468
5088,806,5000,2022-02-20,
5089,371,1041.67,2022-02-21,436
5090,449,450,2022-02-21,488
5091,48,500,2022-02-22,490
5092,285,83.33,2022-02-22,489
5093,465,83.33,2022-02-22,480
5094,804,2083.33,2022-02-23,474
5095,473,416.67,2022-02-25,481
5096,14,833.33,2022-02-27,432
5097,403,2083.33,2022-02-27,387
5098,728,833.33,2022-02-27,497
5099,13,833.33,2022-02-28,464
5100,21,291.67,2022-02-28,473
5101,178,1041.67,2022-02-28,471
5102,543,291.67,2022-03-01,482
5103,74,2777.78,2022-03-02,408
5104,132,2083.33,2022-03-02,456
5105,479,500,2022-03-02,460
5106,234,200,2022-03-03,
5107,918,166.67,2022-03-03,465
5108,23,2777.78,2022-03-04,449
5109,630,833.33,2022-03-04,420
5110,705,500,2022-03-04,483
5111,642,833.33,2022-03-05,463
5112,851,1458.33,2022-03-05,479
5113,980,166.67,2022-03-05,461
5114,200,375,2022-03-07,492
5115,443,125,2022-03-08,457
5116,945,458.33,2022-03-09,476
5117,850,1500,2022-03-10,
5118,951,625,2022-03-10,493
5119,933,83.33,2022-03-11,484
5120,931,625,2022-03-12,494
5121,236,2083.33,2022-03-13,399
5122,307,291.67,2022-03-13,495
5123,464,833.33,2022-03-13,431
5124,530,458.33,2022-03-13,477
5125,300,208.33,2022-03-14,496
5126,827,200,2022-03-14,498
5127,648,541.67,2022-03-15,458
5128,925,83.33,2022-03-15,469
5129,287,1041.67,2022-03-16,467
5130,387,500,2022-03-16,499
5131,21,833.33,2022-03-18,455
5132,827,416.67,2022-03-18,468
5133,371,1041.67,2022-03-21,436
5134,432,300,2022-03-21,
5135,48,500,2022-03-22,490
5136,285,83.33,2022-03-22,489
5137,465,83.33,2022-03-22,480
5138,804,2083.33,2022-03-23,474
5139,473,416.67,2022-03-25,481
5140,14,833.33,2022-03-27,432
5141,728,833.33,2022-03-27,497
5142,178,1041.67,2022-03-28,471
5143,21,291.67,2022-03-30,473
5144,13,833.33,2022-03-31,464
5145,76,350,2022-04-01,500
5146,543,291.67,2022-04-01,482
5147,74,2777.78,2022-04-02,408
5148,132,2083.33,2022-04-02,456
5149,479,500,2022-04-02,460
5150,319,100,2022-04-03,
5151,918,166.67,2022-04-03,465
5152,23,2777.78,2022-04-04,449
5153,705,500,2022-04-04,483
5154,120,100,2022-04-05,
5155,642,833.33,2022-04-05,463
5156,851,1458.33,2022-04-05,479
5157,980,166.67,2022-04-05,461
5158,164,375,2022-04-07,501
5159,200,375,2022-04-07,492
5160,779,500,2022-04-08,
5161,945,458.33,2022-04-09,476
5162,951,625,2022-04-10,493
5163,554,333.33,2022-04-11,502
5164,933,83.33,2022-04-11,484
5165,931,625,2022-04-12,494
5166,236,2083.33,2022-04-13,399
5167,307,291.67,2022-04-13,495
5168,464,833.33,2022-04-13,431
5169,530,458.33,2022-04-13,477
5170,300,208.33,2022-04-14,496
5171,925,83.33,2022-04-15,469
5172,287,1041.67,2022-04-16,467
5173,21,833.33,2022-04-18,455
5174,827,416.67,2022-04-18,468
5175,371,1041.67,2022-04-21,436
5176,48,500,2022-04-22,490
5177,285,83.33,2022-04-22,489
5178,465,83.33,2022-04-22,480
5179,804,2083.33,2022-04-23,474
5180,731,300,2022-04-24,503
5181,965,200,2022-04-24,
5182,473,416.67,2022-04-25,481
5183,998,500,2022-04-25,
5184,14,833.33,2022-04-27,432
5185,305,700,2022-04-27,
5186,728,833.33,2022-04-27,497
5187,178,1041.67,2022-04-28,471
5188,13,833.33,2022-04-30,464
5189,21,291.67,2022-04-30,473
5190,76,350,2022-05-01,500
5191,543,291.67,2022-05-01,482
5192,74,2777.78,2022-05-02,408
5193,132,2083.33,2022-05-02,456
5194,918,166.67,2022-05-03,465
5195,23,2777.78,2022-05-04,449
5196,705,500,2022-05-04,483
5197,505,600,2022-05-05,
5198,642,833.33,2022-05-05,463
5199,819,400,2022-05-05,
5200,851,1458.33,2022-05-05,479
5201,816,541.67,2022-05-06,504
5202,164,375,2022-05-07,501
5203,200,375,2022-05-07,492
5204,400,1041.67,2022-05-07,505
5205,643,600,2022-05-09,
5206,945,458.33,2022-05-09,476
5207,951,625,2022-05-10,493
5208,554,333.33,2022-05-11,502
5209,933,83.33,2022-05-11,484
5210,931,625,2022-05-12,494
5211,236,2083.33,2022-05-13,399
5212,307,291.67,2022-05-13,495
5213,464,833.33,2022-05-13,431
5214,530,458.33,2022-05-13,477
5215,92,500,2022-05-14,506
5216,242,300,2022-05-14,507
5217,300,208.33,2022-05-14,496
5218,925,83.33,2022-05-15,469
5219,287,1041.67,2022-05-16,467
5220,21,833.33,2022-05-18,455
5221,827,416.67,2022-05-18,468
5222,371,1041.67,2022-05-21,436
5223,48,500,2022-05-22,490
5224,285,83.33,2022-05-22,489
5225,465,83.33,2022-05-22,480
5226,804,2083.33,2022-05-23,474
5227,473,416.67,2022-05-25,481
5228,14,833.33,2022-05-27,432
5229,728,833.33,2022-05-27,497
5230,178,1041.67,2022-05-28,471
5231,21,291.67,2022-05-30,473
5232,13,833.33,2022-05-31,464
5233,543,291.67,2022-06-01,482
5234,74,2777.78,2022-06-02,408
5235,132,2083.33,2022-06-02,456
5236,918,166.67,2022-06-03,465
5237,23,2777.78,2022-06-04,449
5238,705,500,2022-06-04,483
5239,642,833.33,2022-06-05,463
5240,851,1458.33,2022-06-05,479
5241,816,541.67,2022-06-06,504
5242,164,375,2022-06-07,501
5243,200,375,2022-06-07,492
5244,400,1041.67,2022-06-07,505
5245,945,458.33,2022-06-09,476
5246,951,625,2022-06-10,493
5247,151,400,2022-06-11,
5248,554,333.33,2022-06-11,502
5249,933,83.33,2022-06-11,484
5250,931,625,2022-06-12,494
5251,236,2083.33,2022-06-13,399
5252,307,291.67,2022-06-13,495
5253,464,833.33,2022-06-13,431
5254,530,458.33,2022-06-13,477
5255,92,500,2022-06-14,506
5256,300,208.33,2022-06-14,496
5257,925,83.33,2022-06-15,469
5258,990,200,2022-06-15,
5259,196,500,2022-06-16,
5260,287,1041.67,2022-06-16,467
5261,442,100,2022-06-16,
5262,21,833.33,2022-06-18,455
5263,827,416.67,2022-06-18,468
5264,371,1041.67,2022-06-21,436
5265,48,500,2022-06-22,490
5266,285,83.33,2022-06-22,489
5267,465,83.33,2022-06-22,480
5268,531,800,2022-06-22,
5269,804,2083.33,2022-06-23,474
5270,518,1041.67,2022-06-24,508
5271,473,416.67,2022-06-25,481
5272,14,833.33,2022-06-27,432
5273,143,500,2022-06-27,
5274,728,833.33,2022-06-27,497
5275,816,200,2022-06-27,509
5276,178,1041.67,2022-06-28,471
5277,21,291.67,2022-06-30,473
5278,543,291.67,2022-07-01,482
5279,74,2777.78,2022-07-02,408
5280,132,2083.33,2022-07-02,456
5281,6,500,2022-07-04,
5282,23,2777.78,2022-07-04,449
5283,705,500,2022-07-04,483
5284,642,833.33,2022-07-05,463
5285,851,1458.33,2022-07-05,479
5286,816,541.67,2022-07-06,504
5287,164,375,2022-07-07,501
5288,200,375,2022-07-07,492
5289,400,1041.67,2022-07-07,505
5290,845,375,2022-07-08,510
5291,945,458.33,2022-07-09,476
5292,951,625,2022-07-10,493
5293,554,333.33,2022-07-11,502
5294,933,83.33,2022-07-11,484
5295,931,625,2022-07-12,494
5296,236,2083.33,2022-07-13,399
5297,307,291.67,2022-07-13,495
5298,464,833.33,2022-07-13,431
5299,530,458.33,2022-07-13,477
5300,588,1041.67,2022-07-13,511
5301,92,500,2022-07-14,506
5302,300,208.33,2022-07-14,496
5303,925,83.33,2022-07-15,469
5304,287,1041.67,2022-07-16,467
5305,629,100,2022-07-17,
5306,21,833.33,2022-07-18,455
5307,371,1041.67,2022-07-21,436
5308,374,200,2022-07-21,
5309,48,500,2022-07-22,490
5310,285,83.33,2022-07-22,489
5311,445,800,2022-07-22,
5312,465,83.33,2022-07-22,480
5313,804,2083.33,2022-07-23,474
5314,518,1041.67,2022-07-24,508
5315,473,416.67,2022-07-25,481
5316,783,500,2022-07-25,
5317,103,200,2022-07-26,
5318,14,833.33,2022-07-27,432
5319,728,833.33,2022-07-27,497
5320,178,1041.67,2022-07-28,471
5321,456,100,2022-07-29,
5322,21,291.67,2022-07-30,473
5323,628,300,2022-07-31,
5324,543,291.67,2022-08-01,482
5325,74,2777.78,2022-08-02,408
5326,132,2083.33,2022-08-02,456
5327,23,2777.78,2022-08-04,449
5328,705,500,2022-08-04,483
5329,642,833.33,2022-08-05,463
5330,851,1458.33,2022-08-05,479
5331,816,541.67,2022-08-06,504
5332,164,375,2022-08-07,501
5333,200,375,2022-08-07,492
5334,400,1041.67,2022-08-07,505
5335,845,375,2022-08-08,510
5336,945,458.33,2022-08-09,476
5337,951,625,2022-08-10,493
5338,554,333.33,2022-08-11,502
5339,732,350,2022-08-11,512
5340,933,83.33,2022-08-11,484
5341,931,625,2022-08-12,494
5342,236,2083.33,2022-08-13,399
5343,307,291.67,2022-08-13,495
5344,530,458.33,2022-08-13,477
5345,588,1041.67,2022-08-13,511
5346,92,500,2022-08-14,506
5347,300,208.33,2022-08-14,496
5348,287,1041.67,2022-08-16,467
5349,402,200,2022-08-16,
5350,21,833.33,2022-08-18,455
5351,371,1041.67,2022-08-21,436
5352,48,500,2022-08-22,490
5353,285,83.33,2022-08-22,489
5354,465,83.33,2022-08-22,480
5355,804,2083.33,2022-08-23,474
5356,518,1041.67,2022-08-24,508
5357,473,416.67,2022-08-25,481
5358,596,200,2022-08-25,
5359,728,833.33,2022-08-27,497
5360,178,1041.67,2022-08-28,471
5361,543,291.67,2022-09-01,482
5362,993,200,2022-09-01,513
5363,74,2777.78,2022-09-02,408
5364,132,2083.33,2022-09-02,456
5365,390,600,2022-09-02,
5366,405,200,2022-09-02,514
5367,165,400,2022-09-03,515
5368,839,100,2022-09-03,
5369,23,2777.78,2022-09-04,449
5370,705,500,2022-09-04,483
5371,642,833.33,2022-09-05,463
5372,851,1458.33,2022-09-05,479
5373,816,541.67,2022-09-06,504
5374,164,375,2022-09-07,501
5375,200,375,2022-09-07,492
5376,400,1041.67,2022-09-07,505
5377,845,375,2022-09-08,510
5378,945,458.33,2022-09-09,476
5379,951,625,2022-09-10,493
5380,554,333.33,2022-09-11,502
5381,732,350,2022-09-11,512
5382,933,83.33,2022-09-11,484
5383,931,625,2022-09-12,494
5384,307,291.67,2022-09-13,495
5385,530,458.33,2022-09-13,477
5386,588,1041.67,2022-09-13,511
5387,92,500,2022-09-14,506
5388,300,208.33,2022-09-14,496
5389,485,500,2022-09-15,516
5390,830,2083.33,2022-09-15,517
5391,287,1041.67,2022-09-16,467
5392,21,833.33,2022-09-18,455
5393,355,400,2022-09-19,
5394,48,500,2022-09-22,490
5395,285,83.33,2022-09-22,489
5396,465,83.33,2022-09-22,480
5397,804,2083.33,2022-09-23,474
5398,518,1041.67,2022-09-24,508
5399,473,416.67,2022-09-25,481
5400,728,833.33,2022-09-27,497
5401,178,1041.67,2022-09-28,471
5402,633,100,2022-09-29,
5403,543,291.67,2022-10-01,482
5404,74,2777.78,2022-10-02,408
5405,132,2083.33,2022-10-02,456
5406,23,2777.78,2022-10-04,449
5407,705,500,2022-10-04,483
5408,32,2083.33,2022-10-05,518
5409,642,833.33,2022-10-05,463
5410,851,1458.33,2022-10-05,479
5411,816,541.67,2022-10-06,504
5412,164,375,2022-10-07,501
5413,200,375,2022-10-07,492
5414,400,1041.67,2022-10-07,505
5415,845,375,2022-10-08,510
5416,951,625,2022-10-10,493
5417,554,333.33,2022-10-11,502
5418,933,83.33,2022-10-11,484
5419,931,625,2022-10-12,494
5420,307,291.67,2022-10-13,495
5421,588,1041.67,2022-10-13,511
5422,92,500,2022-10-14,506
5423,300,208.33,2022-10-14,496
5424,485,500,2022-10-15,516
5425,830,2083.33,2022-10-15,517
5426,287,1041.67,2022-10-16,467
5427,21,833.33,2022-10-18,455
5428,48,500,2022-10-22,490
5429,285,83.33,2022-10-22,489
5430,465,83.33,2022-10-22,480
5431,804,2083.33,2022-10-23,474
5432,518,1041.67,2022-10-24,508
5433,792,500,2022-10-24,
5434,473,416.67,2022-10-25,481
5435,912,800,2022-10-25,
5436,942,1000,2022-10-25,
5437,728,833.33,2022-10-27,497
5438,178,1041.67,2022-10-28,471
5439,543,291.67,2022-11-01,482
5440,74,2777.78,2022-11-02,408
5441,132,2083.33,2022-11-02,456
5442,122,100,2022-11-03,
5443,398,2777.78,2022-11-03,519
5444,23,2777.78,2022-11-04,449
5445,705,500,2022-11-04,483
5446,32,2083.33,2022-11-05,518
5447,642,833.33,2022-11-05,463
5448,816,541.67,2022-11-06,504
5449,164,375,2022-11-07,501
5450,200,375,2022-11-07,492
5451,400,1041.67,2022-11-07,505
5452,845,375,2022-11-08,510
5453,17,200,2022-11-10,
5454,951,625,2022-11-10,493
5455,283,300,2022-11-11,
5456,554,333.33,2022-11-11,502
5457,933,83.33,2022-11-11,484
5458,931,625,2022-11-12,494
5459,307,291.67,2022-11-13,495
5460,588,1041.67,2022-11-13,511
5461,676,200,2022-11-13,
5462,92,500,2022-11-14,506
5463,300,208.33,2022-11-14,496
5464,350,400,2022-11-15,
5465,485,500,2022-11-15,516
5466,830,2083.33,2022-11-15,517
5467,287,1041.67,2022-11-16,467
5468,95,333.33,2022-11-17,520
5469,21,833.33,2022-11-18,455
5470,48,500,2022-11-22,490
5471,285,83.33,2022-11-22,489
5472,804,2083.33,2022-11-23,474
5473,518,1041.67,2022-11-24,508
5474,267,541.67,2022-11-27,521
5475,728,833.33,2022-11-27,497
5476,178,1041.67,2022-11-28,471
5477,74,2777.78,2022-12-02,408
5478,132,2083.33,2022-12-02,456
5479,398,2777.78,2022-12-03,519
5480,23,2777.78,2022-12-04,449
5481,32,2083.33,2022-12-05,518
5482,642,833.33,2022-12-05,463
5483,816,541.67,2022-12-06,504
5484,164,375,2022-12-07,501
5485,200,375,2022-12-07,492
5486,400,1041.67,2022-12-07,505
5487,845,375,2022-12-08,510
5488,951,625,2022-12-10,493
5489,554,333.33,2022-12-11,502
5490,931,625,2022-12-12,494
5491,307,291.67,2022-12-13,495
5492,588,1041.67,2022-12-13,511
5493,92,500,2022-12-14,506
5494,300,208.33,2022-12-14,496
5495,485,500,2022-12-15,516
5496,782,450,2022-12-15,522
5497,830,2083.33,2022-12-15,517
5498,287,1041.67,2022-12-16,467
5499,95,333.33,2022-12-17,520
5500,546,416.67,2022-12-17,523
5501,21,833.33,2022-12-18,455
5502,48,500,2022-12-22,490
5503,285,83.33,2022-12-22,489
5504,804,2083.33,2022-12-23,474
5505,518,1041.67,2022-12-24,508
5506,267,541.67,2022-12-27,521
5507,728,833.33,2022-12-27,497
5508,53,1458.33,2022-12-28,524
5509,178,1041.67,2022-12-28,471
5510,132,2083.33,2023-01-02,456
5511,398,2777.78,2023-01-03,519
5512,23,2777.78,2023-01-04,449
5513,32,2083.33,2023-01-05,518
5514,642,833.33,2023-01-05,463
5515,816,541.67,2023-01-06,504
5516,164,375,2023-01-07,501
5517,200,375,2023-01-07,492
5518,400,1041.67,2023-01-07,505
5519,845,375,2023-01-08,510
5520,951,625,2023-01-10,493
5521,554,333.33,2023-01-11,502
5522,931,625,2023-01-12,494
5523,307,291.67,2023-01-13,495
5524,588,1041.67,2023-01-13,511
5525,92,500,2023-01-14,506
5526,300,208.33,2023-01-14,496
5527,485,500,2023-01-15,516
5528,782,450,2023-01-15,522
5529,830,2083.33,2023-01-15,517
5530,287,1041.67,2023-01-16,467
5531,95,333.33,2023-01-17,520
5532,546,416.67,2023-01-17,523
5533,21,833.33,2023-01-18,455
5534,804,2083.33,2023-01-23,474
5535,518,1041.67,2023-01-24,508
5536,267,541.67,2023-01-27,521
5537,728,833.33,2023-01-27,497
5538,53,1458.33,2023-01-28,524
5539,178,1041.67,2023-01-28,471
5540,132,2083.33,2023-02-02,456
5541,398,2777.78,2023-02-03,519
5542,23,2777.78,2023-02-04,449
5543,32,2083.33,2023-02-05,518
5544,642,833.33,2023-02-05,463
5545,816,541.67,2023-02-06,504
5546,164,375,2023-02-07,501
5547,400,1041.67,2023-02-07,505
5548,845,375,2023-02-08,510
5549,554,333.33,2023-02-11,502
5550,588,1041.67,2023-02-13,511
5551,92,500,2023-02-14,506
5552,485,500,2023-02-15,516
5553,830,2083.33,2023-02-15,517
5554,287,1041.67,2023-02-16,467
5555,95,333.33,2023-02-17,520
5556,546,416.67,2023-02-17,523
5557,804,2083.33,2023-02-23,474
5558,518,1041.67,2023-02-24,508
5559,267,541.67,2023-02-27,521
5560,728,833.33,2023-02-27,497
5561,53,1458.33,2023-02-28,524
5562,178,1041.67,2023-02-28,471
5563,132,2083.33,2023-03-02,456
5564,398,2777.78,2023-03-03,519
5565,23,2777.78,2023-03-04,449
5566,32,2083.33,2023-03-05,518
5567,642,833.33,2023-03-05,463
5568,816,541.67,2023-03-06,504
5569,164,375,2023-03-07,501
5570,400,1041.67,2023-03-07,505
5571,845,375,2023-03-08,510
5572,554,333.33,2023-03-11,502
5573,588,1041.67,2023-03-13,511
5574,92,500,2023-03-14,506
5575,485,500,2023-03-15,516
5576,830,2083.33,2023-03-15,517
5577,287,1041.67,2023-03-16,467
5578,95,333.33,2023-03-17,520
5579,546,416.67,2023-03-17,523
5580,804,2083.33,2023-03-23,474
5581,518,1041.67,2023-03-24,508
5582,267,541.67,2023-03-27,521
5583,728,833.33,2023-03-27,497
5584,53,1458.33,2023-03-28,524
5585,178,1041.67,2023-03-28,471
5586,132,2083.33,2023-04-02,456
5587,398,2777.78,2023-04-03,519
5588,23,2777.78,2023-04-04,449
5589,32,2083.33,2023-04-05,518
5590,642,833.33,2023-04-05,463
5591,816,541.67,2023-04-06,504
5592,400,1041.67,2023-04-07,505
5593,845,375,2023-04-08,510
5594,588,1041.67,2023-04-13,511
5595,92,500,2023-04-14,506
5596,485,500,2023-04-15,516
